Date,ADA-USD,ATOM-USD,AVAX-USD,AXS-USD,BTC-USD,ETH-USD,LINK-USD,LUNA1-USD,MATIC-USD,SOL-USD
2017-05-09,,,,,1716.300048828125,,,,,
2017-05-10,,,,,1719.0999755859375,,,,,
2017-05-11,,,,,1755.3499755859375,,,,,
2017-05-12,,,,,1694.010009765625,,,,,
2017-05-13,,,,,1651.0799560546875,,,,,
2017-05-14,,,,,1776.6199951171875,,,,,
2017-05-15,,,,,1708.5400390625,,,,,
2017-05-16,,,,,1686.5400390625,,,,,
2017-05-17,,,,,1661.9100341796875,,,,,
2017-05-18,,,,,1807.1199951171875,,,,,
2017-05-19,,,,,1890.25,,,,,
2017-05-20,,,,,1974.9200439453125,,,,,
2017-05-21,,,,,2037.5,,,,,
2017-05-22,,,,,2017.8699951171875,,,,,
2017-05-23,,,,,2178.5,,,,,
2017-05-24,,,,,2321.3701171875,,,,,
2017-05-25,,,,,2285.300048828125,,,,,
2017-05-26,,,,,2071.989990234375,,,,,
2017-05-27,,,,,1855.8299560546875,,,,,
2017-05-28,,,,,2054.080078125,,,,,
2017-05-29,,,,,2107.169921875,,,,,
2017-05-30,,,,,2124.570068359375,,,,,
2017-05-31,,,,,2145.570068359375,,,,,
2017-06-01,,,,,2288.330078125,,,,,
2017-06-02,,,,,2373.320068359375,,,,,
2017-06-03,,,,,2423.570068359375,,,,,
2017-06-04,,,,,2452.5400390625,,,,,
2017-06-05,,,,,2510.219970703125,,,,,
2017-06-06,,,,,2690.840087890625,,,,,
2017-06-07,,,,,2700.56005859375,,,,,
2017-06-08,,,,,2670.949951171875,,,,,
2017-06-09,,,,,2795.6201171875,,,,,
2017-06-10,,,,,2746.550048828125,,,,,
2017-06-11,,,,,2840.530029296875,,,,,
2017-06-12,,,,,2518.56005859375,,,,,
2017-06-13,,,,,2650.3798828125,,,,,
2017-06-14,,,,,2412.93994140625,,,,,
2017-06-15,,,,,2212.9599609375,,,,,
2017-06-16,,,,,2385.14990234375,,,,,
2017-06-17,,,,,2484.9599609375,,,,,
2017-06-18,,,,,2516.330078125,,,,,
2017-06-19,,,,,2549.030029296875,,,,,
2017-06-20,,,,,2589.820068359375,,,,,
2017-06-21,,,,,2660.39990234375,,,,,
2017-06-22,,,,,2642.360107421875,,,,,
2017-06-23,,,,,2706.3701171875,,,,,
2017-06-24,,,,,2583.18994140625,,,,,
2017-06-25,,,,,2552.1201171875,,,,,
2017-06-26,,,,,2376.2900390625,,,,,
2017-06-27,,,,,2332.989990234375,,,,,
2017-06-28,,,,,2484.419921875,,,,,
2017-06-29,,,,,2510.47998046875,,,,,
2017-06-30,,,,,2478.429931640625,,,,,
2017-07-01,,,,,2419.22998046875,,,,,
2017-07-02,,,,,2394.840087890625,,,,,
2017-07-03,,,,,2480.469970703125,,,,,
2017-07-04,,,,,2559.35009765625,,,,,
2017-07-05,,,,,2538.550048828125,,,,,
2017-07-06,,,,,2581.68994140625,,,,,
2017-07-07,,,,,2498.8701171875,,,,,
2017-07-08,,,,,2492.31005859375,,,,,
2017-07-09,,,,,2517.590087890625,,,,,
2017-07-10,,,,,2321.1298828125,,,,,
2017-07-11,,,,,2296.81005859375,,,,,
2017-07-12,,,,,2275.139892578125,,,,,
2017-07-13,,,,,2340.830078125,,,,,
2017-07-14,,,,,2183.219970703125,,,,,
2017-07-15,,,,,1990.4100341796875,,,,,
2017-07-16,,,,,1843.030029296875,,,,,
2017-07-17,,,,,1932.6199951171875,,,,,
2017-07-18,,,,,2164.77001953125,,,,,
2017-07-19,,,,,2260.22998046875,,,,,
2017-07-20,,,,,2269.889892578125,,,,,
2017-07-21,,,,,2621.85009765625,,,,,
2017-07-22,,,,,2657.7099609375,,,,,
2017-07-23,,,,,2653.93994140625,,,,,
2017-07-24,,,,,2699.18994140625,,,,,
2017-07-25,,,,,2480.9599609375,,,,,
2017-07-26,,,,,2450.800048828125,,,,,
2017-07-27,,,,,2529.340087890625,,,,,
2017-07-28,,,,,2679.72998046875,,,,,
2017-07-29,,,,,2692.800048828125,,,,,
2017-07-30,,,,,2644.85009765625,,,,,
2017-07-31,,,,,2720.610107421875,,,,,
2017-08-01,,,,,2685.610107421875,,,,,
2017-08-02,,,,,2668.590087890625,,,,,
2017-08-03,,,,,2685.139892578125,,,,,
2017-08-04,,,,,2743.719970703125,,,,,
2017-08-05,,,,,2874.830078125,,,,,
2017-08-06,,,,,3155.60009765625,,,,,
2017-08-07,,,,,3180.889892578125,,,,,
2017-08-08,,,,,3345.830078125,,,,,
2017-08-09,,,,,3247.669921875,,,,,
2017-08-10,,,,,3319.469970703125,,,,,
2017-08-11,,,,,3372.1201171875,,,,,
2017-08-12,,,,,3613.699951171875,,,,,
2017-08-13,,,,,3857.800048828125,,,,,
2017-08-14,,,,,3989.159912109375,,,,,
2017-08-15,,,,,3906.179931640625,,,,,
2017-08-16,,,,,3994.419921875,,,,,
2017-08-17,,,,,4243.7099609375,,,,,
2017-08-18,,,,,4015.39990234375,,,,,
2017-08-19,,,,,3970.550048828125,,,,,
2017-08-20,,,,,4069.8798828125,,,,,
2017-08-21,,,,,3988.60009765625,,,,,
2017-08-22,,,,,3674.580078125,,,,,
2017-08-23,,,,,4078.409912109375,,,,,
2017-08-24,,,,,4130.259765625,,,,,
2017-08-25,,,,,4307.35009765625,,,,,
2017-08-26,,,,,4269.52001953125,,,,,
2017-08-27,,,,,4317.2900390625,,,,,
2017-08-28,,,,,4224.64013671875,,,,,
2017-08-29,,,,,4352.1298828125,,,,,
2017-08-30,,,,,4471.41015625,,,,,
2017-08-31,,,,,4549.39990234375,,,,,
2017-09-01,,,,,4678.52978515625,,,,,
2017-09-02,,,,,4469.240234375,,,,,
2017-09-03,,,,,4417.58984375,,,,,
2017-09-04,,,,,4108.39990234375,,,,,
2017-09-05,,,,,3998.110107421875,,,,,
2017-09-06,,,,,4376.58984375,,,,,
2017-09-07,,,,,4491.330078125,,,,,
2017-09-08,,,,,4075.179931640625,,,,,
2017-09-09,,,,,4114.10986328125,,,,,
2017-09-10,,,,,3951.0400390625,,,,,
2017-09-11,,,,,4099.39990234375,,,,,
2017-09-12,,,,,4085.219970703125,,,,,
2017-09-13,,,,,3789.919921875,,,,,
2017-09-14,,,,,3153.860107421875,,,,,
2017-09-15,,,,,2946.6201171875,,,,,
2017-09-16,,,,,3487.7900390625,,,,,
2017-09-17,,,,,3445.639892578125,,,,,
2017-09-18,,,,,3591.090087890625,,,,,
2017-09-19,,,,,3868.8701171875,,,,,
2017-09-20,,,,,3857.72998046875,,,,,
2017-09-21,,,,,3613.6298828125,,,,,
2017-09-22,,,,,3553.530029296875,,,,,
2017-09-23,,,,,3594.580078125,,,,,
2017-09-24,,,,,3666.89990234375,,,,,
2017-09-25,,,,,3681.580078125,,,,,
2017-09-26,,,,,3869.89990234375,,,,,
2017-09-27,,,,,3884.820068359375,,,,,
2017-09-28,,,,,4109.7001953125,,,,,
2017-09-29,,,,,4039.2900390625,,,,,
2017-09-30,,,,,4160.85986328125,,,,,
2017-10-01,,,,,4269.81005859375,,,,,
2017-10-02,,,,,4377.4599609375,,,,,
2017-10-03,,,,,4258.89013671875,,,,,
2017-10-04,,,,,4210.419921875,,,,,
2017-10-05,,,,,4164.0498046875,,,,,
2017-10-06,,,,,4320.52978515625,,,,,
2017-10-07,,,,,4321.0498046875,,,,,
2017-10-08,,,,,4405.64013671875,,,,,
2017-10-09,,,,,4564.25,,,,,
2017-10-10,,,,,4765.10009765625,,,,,
2017-10-11,,,,,4751.6298828125,,,,,
2017-10-12,,,,,4822.0,,,,,
2017-10-13,,,,,5436.85009765625,,,,,
2017-10-14,,,,,5591.64013671875,,,,,
2017-10-15,,,,,5478.60986328125,,,,,
2017-10-16,,,,,5544.2099609375,,,,,
2017-10-17,,,,,5472.72021484375,,,,,
2017-10-18,,,,,5151.43994140625,,,,,
2017-10-19,,,,,5531.06005859375,,,,,
2017-10-20,,,,,5627.22998046875,,,,,
2017-10-21,,,,,5965.06982421875,,,,,
2017-10-22,,,,,5792.33984375,,,,,
2017-10-23,,,,,5732.47021484375,,,,,
2017-10-24,,,,,5504.18017578125,,,,,
2017-10-25,,,,,5397.8798828125,,,,,
2017-10-26,,,,,5721.22021484375,,,,,
2017-10-27,,,,,5728.81982421875,,,,,
2017-10-28,,,,,5689.18994140625,,,,,
2017-10-29,,,,,5724.580078125,,,,,
2017-10-30,,,,,6040.85009765625,,,,,
2017-10-31,,,,,6103.330078125,,,,,
2017-11-01,,,,,6377.8798828125,,,,,
2017-11-02,,,,,6758.72021484375,,,,,
2017-11-03,,,,,7002.93994140625,,,,,
2017-11-04,,,,,7031.27978515625,,,,,
2017-11-05,,,,,7333.18994140625,,,,,
2017-11-06,,,,,7007.31005859375,,,,,
2017-11-07,,,,,7023.10009765625,,,,,
2017-11-08,,,,,7114.02001953125,,,,,
2017-11-09,0.025005999952554703,,,,7101.52001953125,307.0559997558594,0.19541099667549133,,,
2017-11-10,0.026450999081134796,,,,6436.8701171875,294.5419921875,0.1801609992980957,,,
2017-11-11,0.025684000924229622,,,,6204.22021484375,298.1919860839844,0.16602599620819092,,,
2017-11-12,0.02259100042283535,,,,5519.009765625,298.51300048828125,0.14594799280166626,,,
2017-11-13,0.02349499985575676,,,,5844.2900390625,307.0249938964844,0.16874299943447113,,,
2017-11-14,0.025342000648379326,,,,6461.75,316.76300048828125,0.1703999936580658,,,
2017-11-15,0.02526099979877472,,,,6634.759765625,329.81298828125,0.1760299950838089,,,
2017-11-16,0.02565399929881096,,,,7176.580078125,323.6059875488281,0.16453100740909576,,,
2017-11-17,0.02518399991095066,,,,7561.08984375,327.52301025390625,0.15247699618339539,,,
2017-11-18,0.024747999384999275,,,,7463.43994140625,327.68701171875,0.15070199966430664,,,
2017-11-19,0.02558100037276745,,,,7694.10009765625,344.739990234375,0.15741600096225739,,,
2017-11-20,0.027612000703811646,,,,7949.35986328125,353.28900146484375,0.15667200088500977,,,
2017-11-21,0.027403999119997025,,,,7762.7099609375,350.6929931640625,0.1537960022687912,,,
2017-11-22,0.027891000732779503,,,,8075.47021484375,360.1470031738281,0.1503179967403412,,,
2017-11-23,0.02744399942457676,,,,8038.77001953125,376.0880126953125,0.15708500146865845,,,
2017-11-24,0.026962999254465103,,,,7940.93017578125,402.75799560546875,0.15592700242996216,,,
2017-11-25,0.027746999636292458,,,,8191.14990234375,461.0530090332031,0.1745939999818802,,,
2017-11-26,0.030117999762296677,,,,8775.58984375,451.6059875488281,0.17001700401306152,,,
2017-11-27,0.036619000136852264,,,,9352.7197265625,468.4849853515625,0.1719069927930832,,,
2017-11-28,0.04794900119304657,,,,9736.2998046875,466.34698486328125,0.17558600008487701,,,
2017-11-29,0.08143600076436996,,,,9601.0302734375,425.0710144042969,0.13796299695968628,,,
2017-11-30,0.094930000603199,,,,9202.0498046875,401.2430114746094,0.1421629935503006,,,
2017-12-01,0.11303099989891052,,,,9694.650390625,428.31201171875,0.16126999258995056,,,
2017-12-02,0.1291320025920868,,,,10905.099609375,456.65301513671875,0.16736100614070892,,,
2017-12-03,0.12494499981403351,,,,10862.0,451.85198974609375,0.19360700249671936,,,
2017-12-04,0.12635000050067902,,,,11081.7998046875,453.31201171875,0.20679299533367157,,,
2017-12-05,0.12677699327468872,,,,11604.599609375,457.6600036621094,0.2213509976863861,,,
2017-12-06,0.11388599872589111,,,,11923.400390625,420.2099914550781,0.26784199476242065,,,
2017-12-07,0.10550100356340408,,,,14057.2998046875,414.4110107421875,0.23580700159072876,,,
2017-12-08,0.09913600236177444,,,,14336.900390625,422.36700439453125,0.21182399988174438,,,
2017-12-09,0.1135609969496727,,,,13674.900390625,456.25299072265625,0.2264149934053421,,,
2017-12-10,0.1001330018043518,,,,13226.599609375,429.5140075683594,0.21590900421142578,,,
2017-12-11,0.10863800346851349,,,,15404.7998046875,439.10400390625,0.2455269992351532,,,
2017-12-12,0.11422199755907059,,,,16571.599609375,504.4939880371094,0.20959599316120148,,,
2017-12-13,0.12236800044775009,,,,16039.7001953125,597.7979736328125,0.22419099509716034,,,
2017-12-14,0.13184300065040588,,,,16185.900390625,664.989013671875,0.25310200452804565,,,
2017-12-15,0.18703199923038483,,,,16601.30078125,621.0609741210938,0.2582240104675293,,,
2017-12-16,0.20423300564289093,,,,17515.30078125,680.7860107421875,0.29300498962402344,,,
2017-12-17,0.378013014793396,,,,18974.099609375,696.2369995117188,0.3399060070514679,,,
2017-12-18,0.46740299463272095,,,,18355.900390625,689.2310180664062,0.3627830147743225,,,
2017-12-19,0.5010830163955688,,,,17275.400390625,785.3419799804688,0.4151279926300049,,,
2017-12-20,0.44162100553512573,,,,16077.7001953125,756.0040283203125,0.35275599360466003,,,
2017-12-21,0.4565269947052002,,,,15342.7001953125,792.6890258789062,0.3688110113143921,,,
2017-12-22,0.29364100098609924,,,,11833.0,543.7620239257812,0.283609002828598,,,
2017-12-23,0.3925670087337494,,,,13828.7998046875,679.7310180664062,0.4392719864845276,,,
2017-12-24,0.34703901410102844,,,,12747.7001953125,614.9219970703125,0.4438300132751465,,,
2017-12-25,0.3628070056438446,,,,13448.900390625,698.8699951171875,0.48899000883102417,,,
2017-12-26,0.40560799837112427,,,,14028.900390625,760.9349975585938,0.4359540045261383,,,
2017-12-27,0.40109801292419434,,,,15114.2998046875,738.4130249023438,0.46053600311279297,,,
2017-12-28,0.3678869903087616,,,,13937.2998046875,701.18701171875,0.436506986618042,,,
2017-12-29,0.4039449989795685,,,,14307.0,729.6079711914062,0.46116000413894653,,,
2017-12-30,0.47155600786209106,,,,12350.099609375,685.2310180664062,0.43333300948143005,,,
2017-12-31,0.6422970294952393,,,,12755.599609375,710.1190185546875,0.5245159864425659,,,
2018-01-01,0.6719409823417664,,,,13154.7001953125,742.0040283203125,0.5742179751396179,,,
2018-01-02,0.6978560090065002,,,,13163.599609375,772.3460083007812,0.5857149958610535,,,
2018-01-03,0.778577983379364,,,,14844.5,868.4509887695312,0.629135012626648,,,
2018-01-04,1.0376499891281128,,,,14522.2001953125,946.0859985351562,0.6800940036773682,,,
2018-01-05,0.9035030007362366,,,,15202.7998046875,956.3250122070312,0.8516690135002136,,,
2018-01-06,0.9291830062866211,,,,16764.599609375,994.6220092773438,0.9384620189666748,,,
2018-01-07,0.9913910031318665,,,,16087.7001953125,1043.010009765625,1.0080499649047852,,,
2018-01-08,0.7643280029296875,,,,14208.2001953125,1016.0499877929688,1.0529199838638306,,,
2018-01-09,0.7961770296096802,,,,14424.0,1145.489990234375,1.1837300062179565,,,
2018-01-10,0.6768350005149841,,,,13691.2001953125,1226.5999755859375,1.092960000038147,,,
2018-01-11,0.5724999904632568,,,,13105.900390625,1135.1700439453125,0.9721909761428833,,,
2018-01-12,0.6599670052528381,,,,13158.099609375,1120.0899658203125,0.9895489811897278,,,
2018-01-13,0.8364859819412231,,,,13952.400390625,1270.469970703125,1.049090027809143,,,
2018-01-14,0.7495139837265015,,,,13268.0,1286.2099609375,0.9410849809646606,,,
2018-01-15,0.777413010597229,,,,13641.7001953125,1290.5999755859375,0.8484219908714294,,,
2018-01-16,0.47994399070739746,,,,10194.900390625,875.5449829101562,0.5247560143470764,,,
2018-01-17,0.4406200051307678,,,,9402.2900390625,780.9219970703125,0.4793210029602051,,,
2018-01-18,0.5915279984474182,,,,10942.5,967.7589721679688,0.691332995891571,,,
2018-01-19,0.6159359812736511,,,,11172.099609375,1003.7100219726562,0.7031310200691223,,,
2018-01-20,0.6476439833641052,,,,11656.2001953125,1044.949951171875,0.8054990172386169,,,
2018-01-21,0.5907930135726929,,,,11288.2001953125,1021.5,0.840487003326416,,,
2018-01-22,0.5218889713287354,,,,10240.2001953125,930.7410278320312,0.7348430156707764,,,
2018-01-23,0.5200129747390747,,,,10129.7001953125,920.5399780273438,0.7186539769172668,,,
2018-01-24,0.5447530150413513,,,,10639.7998046875,965.8079833984375,0.7669609785079956,,,
2018-01-25,0.6215599775314331,,,,11057.400390625,1034.739990234375,0.7206889986991882,,,
2018-01-26,0.5662180185317993,,,,10470.2998046875,996.7839965820312,0.6784229874610901,,,
2018-01-27,0.5952690243721008,,,,10989.2001953125,1042.1199951171875,0.6897050142288208,,,
2018-01-28,0.6205599904060364,,,,11475.2998046875,1111.780029296875,0.7519980072975159,,,
2018-01-29,0.6207600235939026,,,,11179.2001953125,1169.0799560546875,0.6859250068664551,,,
2018-01-30,0.5234180092811584,,,,10036.2001953125,1058.969970703125,0.5627750158309937,,,
2018-01-31,0.4713369905948639,,,,9777.419921875,1034.5,0.5658130049705505,,,
2018-02-01,0.4120450019836426,,,,8812.2802734375,984.8189697265625,0.480307012796402,,,
2018-02-02,0.2747339904308319,,,,7796.490234375,757.97998046875,0.3519499897956848,,,
2018-02-03,0.33081498742103577,,,,8251.6298828125,847.6900024414062,0.4534029960632324,,,
2018-02-04,0.36982300877571106,,,,8031.22021484375,805.0640258789062,0.4034869968891144,,,
2018-02-05,0.3196460008621216,,,,6756.68017578125,644.5989990234375,0.3072449862957001,,,
2018-02-06,0.26652300357818604,,,,6048.259765625,574.4190063476562,0.2720569968223572,,,
2018-02-07,0.33250701427459717,,,,7236.7900390625,723.4329833984375,0.3731279969215393,,,
2018-02-08,0.3368220031261444,,,,7637.85986328125,755.843017578125,0.37552401423454285,,,
2018-02-09,0.3429110050201416,,,,7884.7099609375,788.833984375,0.391975998878479,,,
2018-02-10,0.3853679895401001,,,,8295.4697265625,825.5770263671875,0.40016600489616394,,,
2018-02-11,0.3636240065097809,,,,7931.10009765625,788.2219848632812,0.37831300497055054,,,
2018-02-12,0.37259501218795776,,,,8141.43017578125,817.5079956054688,0.41461899876594543,,,
2018-02-13,0.3599199950695038,,,,8455.41015625,828.8369750976562,0.48252400755882263,,,
2018-02-14,0.3703930079936981,,,,8599.919921875,844.2789916992188,0.5324339866638184,,,
2018-02-15,0.38993701338768005,,,,9395.580078125,911.1110229492188,0.5297470092773438,,,
2018-02-16,0.3926759958267212,,,,9824.8203125,917.8480224609375,0.55765700340271,,,
2018-02-17,0.4010559916496277,,,,10149.400390625,940.7540283203125,0.6365460157394409,,,
2018-02-18,0.3807869851589203,,,,10326.0,915.4450073242188,0.5871490240097046,,,
2018-02-19,0.38622400164604187,,,,10513.2001953125,921.5540161132812,0.7105000019073486,,,
2018-02-20,0.3775390088558197,,,,11231.7998046875,892.9539794921875,0.6981959939002991,,,
2018-02-21,0.36339399218559265,,,,10479.099609375,830.56298828125,0.6236810088157654,,,
2018-02-22,0.3305180072784424,,,,9939.08984375,802.6680297851562,0.5842729806900024,,,
2018-02-23,0.3228110074996948,,,,9734.5595703125,794.791015625,0.5722249746322632,,,
2018-02-24,0.3160640001296997,,,,9546.9697265625,818.5499877929688,0.6184980273246765,,,
2018-02-25,0.3144110143184662,,,,9407.0595703125,822.3809814453125,0.636775016784668,,,
2018-02-26,0.32221001386642456,,,,9501.73046875,842.3189697265625,0.6417570114135742,,,
2018-02-27,0.33097100257873535,,,,10246.099609375,867.0969848632812,0.6766549944877625,,,
2018-02-28,0.3125630021095276,,,,10393.099609375,855.1240234375,0.6610519886016846,,,
2018-03-01,0.28839200735092163,,,,10352.7001953125,851.9199829101562,0.649848997592926,,,
2018-03-02,0.288875013589859,,,,10850.099609375,852.4219970703125,0.6466190218925476,,,
